Grupo,Asignatura,Profesor,Edificio,Salon,Lun,Mar,Mie,Jue,Vie,Sab
['7 C M 2'],['D E S A R R O L L O   D E   A P L I C A C I O N E S   M O V I L E S   N A T I V A S'],['R I V E R A   D E   L A   R O S A   M O N I C A'],['4'],['1 0 8'],['0 8 : 3 0 - 1 0 : 0 0'],,['0 8 : 3 0 - 1 0 : 0 0'],['0 8 : 3 0 - 1 0 : 0 0'],,
['7 C M 2'],['A D M I N I S T R A C I O N   D E   S E R V I C I O S   E N   R E D'],['M A R T I N E Z   R O S A L E S   R I C A R D O'],['4'],['1 0 8'],,['0 7 : 0 0 - 0 8 : 3 0'],['0 7 : 0 0 - 0 8 : 3 0'],,['0 7 : 0 0 - 0 8 : 3 0'],
['7 C M 3'],['S I S T E M A S   D I S T R I B U I D O S'],['C O R O N I L L A   C O N T R E R A S   U K R A N I O'],['4'],['1 0 9'],,,['1 0 : 3 0 - 1 2 : 0 0 1 0 : 3 0 - 1 2 : 0 0'],,['1 0 : 3 0 - 1 2 : 0 0'],
['7 C M 3'],['P R O C .   D E   L E N G N A T U R A L   L A N G U A G E   P R O C E S S I N G'],['J U A R E Z   G A M B I N O   J O E L   O M A R'],['4'],['1 0 9'],['1 2 : 0 0 - 1 3 : 3 0'],,['1 2 : 0 0 - 1 3 : 3 0'],['1 2 : 0 0 - 1 3 : 3 0'],,
['7 C M 3'],['V I S I O N   P O R   C O M P U T A D O R A I M A G E   A N A L Y S I S'],['C R U Z   M E Z A   M A R I A   E L E N A'],['4'],['1 0 9'],,,['1 2 : 0 0 - 1 3 : 3 0 1 3 : 3 0 - 1 5 : 0 0'],,['1 2 : 0 0 - 1 3 : 3 0'],
['7 C M 3'],['D E S A R R O L L O   D E   A P L I C A C I O N E S   M O V I L E S   N A T I V A S'],['C I F U E N T E S A L V A R E Z A L E J A N D R O   S I G F R I D O'],['4'],['1 0 9'],['1 0 : 3 0 - 1 2 : 0 0'],['0 8 : 3 0 - 1 0 : 0 0'],,['1 0 : 3 0 - 1 2 : 0 0'],,
['7 C M 3'],['A D M I N I S T R A C I O N   D E   S E R V I C I O S   E N   R E D'],['T E N O R I O   M A R R O N   M A R C O   A N T O N I O'],['4'],['1 0 9'],['0 8 : 3 0 - 1 0 : 0 0'],,['0 8 : 3 0 - 1 0 : 0 0'],['0 8 : 3 0 - 1 0 : 0 0'],,
['7 C M 4'],['S I S T E M A S   D I S T R I B U I D O S'],['C O R O N I L L A   C O N T R E R A S   U K R A N I O'],['4'],['1 1 0'],['1 2 : 0 0 - 1 3 : 3 0'],,['1 2 : 0 0 - 1 3 : 3 0'],['1 2 : 0 0 - 1 3 : 3 0'],,
['7 C M 4'],['M I N E R I A   D E   D A T O S D A T A   M I N I N G'],['E N   C O N T R A T A C I O N'],['4'],['1 1 0'],,['1 2 : 0 0 - 1 3 : 3 0'],['1 3 : 3 0 - 1 5 : 0 0'],,['1 2 : 0 0 - 1 3 : 3 0'],
['7 C M 4'],['D E S A R R O L L O   D E   A P L I C A C I O N E S   M O V I L E S   N A T I V A S'],['C I F U E N T E S   A L V A R E Z   A L E J A N D R O   S I G F R I D O'],['4'],['1 1 0'],,['1 0 : 3 0 - 1 2 : 0 0'],['1 0 : 3 0 - 1 2 : 0 0'],,['1 0 : 3 0 - 1 2 : 0 0'],
['7 C M 4'],['A D M I N I S T R A C I O N   D E   S E R V I C I O S   E N   R E D'],['T E N O R I O   M A R R O N   M A R C O   A N T O N I O'],['4'],['1 1 0'],['1 0 : 3 0 - 1 2 : 0 0'],['0 8 : 3 0 - 1 0 : 0 0'],,['1 0 : 3 0 - 1 2 : 0 0'],,
['7 C M 5'],['G E S .   D E   E M P .   D E   A L T A   T E C E C O N O M I C   E N G I N E E R I N G'],['D I A Z   S A N C H E Z   H U G O'],['2'],['0 0 6'],,['1 2 : 0 0 - 1 3 : 3 0'],['1 3 : 3 0 - 1 5 : 0 0'],,['1 2 : 0 0 - 1 3 : 3 0'],
