Grupo,Asignatura,Profesor,Edificio,Salon,Lun,Mar,Mie,Jue,Vie,Sab
['4 C M 3'],['T E O R I A   D E   L A   C O M P U T A C I O N'],['A L B O R T A N T E   M O R A T O   C E C I L I A'],['2'],['0 0 5'],['0 7 : 0 0 - 0 8 : 3 0'],,,['0 7 : 0 0 - 0 8 : 3 0'],['0 8 : 3 0 - 1 0 : 0 0'],
['4 C M 3'],['P R O B A B I L I D A D   Y   E S T A D I S T I C A'],['M A R T I N E Z   G A R C I A   C E S A R   R O M A N'],['2'],['0 0 5'],['1 2 : 0 0 - 1 3 : 3 0'],,['1 2 : 0 0 - 1 3 : 3 0'],['1 2 : 0 0 - 1 3 : 3 0'],,
['4 C M 3'],['M A T E M A T I C A S   A V A N Z A D A S   P A R A   L A   I N G E N I E R I A'],['C E R V A N T E S   E S P I N O S A   L U I S   M O C T E Z U M A'],['2'],['0 0 5'],,['1 0 : 3 0 - 1 2 : 0 0'],['1 0 : 3 0 - 1 2 : 0 0'],,['1 0 : 3 0 - 1 2 : 0 0'],
['4 C M 3'],['D I S E N O   D E   S I S T E M A S   D I G I T A L E S'],['G A L I C I A   M E J I A   R U B E N'],['2'],['0 0 5'],['0 8 : 3 0 - 1 0 : 0 0'],,['0 8 : 3 0 - 1 0 : 0 0'],['0 8 : 3 0 - 1 0 : 0 0'],,
['4 C M 3'],['E L E C T R O N I C A A N A L O G I C A'],['C A R R A N Z A   C A S T I L L O   O S C A R'],['2'],['0 0 5'],['1 0 : 3 0 - 1 2 : 0 0'],['0 8 : 3 0 - 1 0 : 0 0'],,['1 0 : 3 0 - 1 2 : 0 0'],,
['4 C M 3'],['S I S T E M A S   O P E R A T I V O S'],['J U A R E Z   M É N D E Z   A N A   B E L E M'],['2'],['0 0 5'],,['1 2 : 0 0 - 1 3 : 3 0'],['1 3 : 3 0 - 1 5 : 0 0'],,['1 2 : 0 0 - 1 3 : 3 0'],
['4 C M 4'],['T E O R I A   D E   L A   C O M P U T A C I O N'],['A L B O R T A N T E   M O R A T O   C E C I L I A'],['2'],['0 0 6'],,['0 7 : 0 0 - 0 8 : 3 0'],['0 7 : 0 0 - 0 8 : 3 0'],,['0 7 : 0 0 - 0 8 : 3 0'],
['4 C M 4'],['M A T E M A T I C A S   A V A N Z A D A S   P A R A   L A   I N G E N I E R I A'],['C E R V A N T E S   E S P I N O S A   L U I S   M O C T E Z U M A'],['2'],['0 0 6'],['1 2 : 0 0 - 1 3 : 3 0'],,['1 2 : 0 0 - 1 3 : 3 0'],['1 2 : 0 0 - 1 3 : 3 0'],,
['4 C M 4'],['D I S E N O   D E   S I S T E M A S   D I G I T A L E S'],['L O P E Z   R O D R I G U E Z   C L A U D I A A L E J A N D R A'],['2'],['0 0 6'],['1 0 : 3 0 - 1 2 : 0 0'],['0 8 : 3 0 - 1 0 : 0 0'],,['1 0 : 3 0 - 1 2 : 0 0'],,
['4 C M 4'],['E L E C T R O N I C A A N A L O G I C A'],['D U R A N   C A M A R I L L O   E D M U N D O   R E N E'],['2'],['0 0 6'],,['1 0 : 3 0 - 1 2 : 0 0'],['1 0 : 3 0 - 1 2 : 0 0'],,['1 0 : 3 0 - 1 2 : 0 0'],
['4 C M 4'],['T E C N O L O G I A S   P A R A   D E S A R R O L L O   D E   A P L I C A C I O N E S   W E B'],['E S C A M I L L A   M I R A N D A   P A T R I C I A'],['2'],['0 0 6'],['0 8 : 3 0 - 1 0 : 0 0'],,['0 8 : 3 0 - 1 0 : 0 0'],['0 8 : 3 0 - 1 0 : 0 0'],,
['4 C M 4'],['S I S T E M A S   O P E R A T I V O S'],['E N   C O N T R A T A C I O N'],['2'],['0 0 6'],['0 7 : 0 0 - 0 8 : 3 0'],,,['0 7 : 0 0 - 0 8 : 3 0'],['0 8 : 3 0 - 1 0 : 0 0'],
['4 C M 5'],['P R O B A B I L I D A D   Y   E S T A D I S T I C A'],['R U I Z   L E D E S M A   E L E N A   F A B I O L A'],['2'],['0 0 7'],,['0 7 : 0 0 - 0 8 : 3 0 0 7 : 0 0 - 0 8 : 3 0'],,,['0 7 : 0 0 - 0 8 : 3 0'],
['4 C M 5'],['E L E C T R O N I C A A N A L O G I C A'],['M A R T I N E Z   D I A Z   J U A N   C A R L O S'],['2'],['0 0 7'],['1 2 : 0 0 - 1 3 : 3 0'],,['1 2 : 0 0 - 1 3 : 3 0'],['1 2 : 0 0 - 1 3 : 3 0'],,
['4 C M 5'],['T E C N O L O G I A S   P A R A   D E S A R R O L L O   D E   A P L I C A C I O N E S   W E B'],['E S C A M I L L A   M I R A N D A   P A T R I C I A'],['2'],['0 0 7'],['1 0 : 3 0 - 1 2 : 0 0'],['0 8 : 3 0 - 1 0 : 0 0'],,['1 0 : 3 0 - 1 2 : 0 0'],,
